Epochs,Acc,H[G|U],H[Z],H[U|G],H[U],sumI[A:A],I[A_0:Z],I[A_1:Z],I[A_2:Z],I[A_3:Z],I[A_4:Z],I[A_5:Z],I[A_6:Z],I[A_7:Z],I[A0:A1],I[A0:A2],I[A0:A3],I[A0:A4],I[A0:A5],I[A0:A6],I[A0:A7],I[A1:A2],I[A1:A3],I[A1:A4],I[A1:A5],I[A1:A6],I[A1:A7],I[A2:A3],I[A2:A4],I[A2:A5],I[A2:A6],I[A2:A7],I[A3:A4],I[A3:A5],I[A3:A6],I[A3:A7],I[A4:A5],I[A4:A6],I[A4:A7],I[A5:A6],I[A5:A7],I[A6:A7]
1200,1.0,0.003,3.466,0.151,3.614,0.289,0.679,0.662,0.675,0.664,0.676,0.666,0.677,0.665,0.0,0.0,0.002,0.0,0.017,0.017,0.003,0.0,0.017,0.0,0.018,0.002,0.001,0.002,0.008,0.018,0.049,0.002,0.018,0.0,0.0,0.007,0.002,0.002,0.003,0.0,0.07,0.031
1300,1.0,0.003,3.466,0.152,3.615,0.289,0.679,0.663,0.675,0.662,0.676,0.665,0.677,0.664,0.0,0.0,0.002,0.0,0.017,0.017,0.003,0.0,0.017,0.0,0.018,0.002,0.001,0.002,0.008,0.018,0.049,0.002,0.019,0.0,0.0,0.007,0.002,0.002,0.003,0.0,0.07,0.031
1400,1.0,0.003,3.466,0.153,3.616,0.289,0.68,0.663,0.674,0.661,0.677,0.665,0.677,0.664,0.0,0.0,0.002,0.0,0.017,0.017,0.003,0.0,0.017,0.0,0.018,0.002,0.001,0.001,0.008,0.018,0.049,0.002,0.019,0.0,0.0,0.007,0.002,0.002,0.003,0.0,0.07,0.031
1500,1.0,0.003,3.466,0.155,3.618,0.289,0.68,0.663,0.674,0.659,0.677,0.665,0.677,0.664,0.0,0.0,0.003,0.0,0.017,0.017,0.003,0.0,0.016,0.0,0.018,0.002,0.001,0.001,0.008,0.018,0.049,0.002,0.019,0.0,0.0,0.007,0.002,0.002,0.003,0.0,0.07,0.031
1600,1.0,0.003,3.466,0.157,3.62,0.288,0.681,0.664,0.674,0.657,0.677,0.664,0.677,0.663,0.0,0.0,0.003,0.0,0.017,0.017,0.003,0.0,0.016,0.0,0.017,0.002,0.001,0.001,0.008,0.019,0.049,0.002,0.02,0.0,0.0,0.007,0.002,0.002,0.003,0.0,0.069,0.031
1700,1.0,0.003,3.466,0.161,3.624,0.288,0.681,0.664,0.673,0.653,0.677,0.664,0.677,0.663,0.0,0.0,0.003,0.0,0.017,0.017,0.003,0.0,0.015,0.0,0.017,0.002,0.001,0.001,0.008,0.019,0.049,0.002,0.021,0.0,0.0,0.006,0.002,0.002,0.003,0.0,0.069,0.031
1800,1.0,0.003,3.466,0.163,3.626,0.29,0.681,0.664,0.673,0.652,0.678,0.664,0.677,0.663,0.0,0.0,0.005,0.0,0.016,0.017,0.003,0.0,0.013,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.049,0.003,0.024,0.001,0.001,0.005,0.002,0.002,0.003,0.0,0.069,0.031
1900,1.0,0.003,3.466,0.155,3.618,0.293,0.681,0.664,0.673,0.659,0.678,0.663,0.677,0.662,0.0,0.0,0.007,0.0,0.016,0.017,0.003,0.0,0.01,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.049,0.003,0.028,0.002,0.001,0.003,0.002,0.002,0.003,0.0,0.069,0.031
2000,1.0,0.003,3.466,0.149,3.613,0.294,0.681,0.664,0.672,0.665,0.678,0.663,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.01,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.049,0.003,0.029,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.069,0.031
2100,1.0,0.003,3.466,0.147,3.61,0.295,0.681,0.665,0.672,0.668,0.678,0.662,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.01,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.049,0.003,0.03,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.069,0.031
2200,1.0,0.003,3.466,0.146,3.609,0.295,0.682,0.665,0.672,0.67,0.679,0.661,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.01,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.049,0.003,0.03,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
2300,1.0,0.003,3.466,0.146,3.609,0.295,0.682,0.665,0.671,0.671,0.679,0.661,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.01,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.049,0.003,0.03,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
2400,1.0,0.003,3.466,0.146,3.609,0.294,0.682,0.665,0.671,0.671,0.679,0.66,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.01,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.048,0.003,0.03,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
2500,1.0,0.003,3.466,0.146,3.609,0.294,0.682,0.665,0.671,0.672,0.679,0.659,0.677,0.661,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.009,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.048,0.003,0.03,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
2600,1.0,0.003,3.466,0.146,3.61,0.294,0.682,0.665,0.67,0.672,0.679,0.658,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.009,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.048,0.003,0.03,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
2700,1.0,0.003,3.466,0.147,3.61,0.294,0.682,0.665,0.67,0.672,0.68,0.657,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.009,0.0,0.017,0.002,0.001,0.0,0.008,0.019,0.048,0.003,0.03,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
2800,1.0,0.003,3.466,0.147,3.61,0.294,0.682,0.665,0.67,0.673,0.68,0.656,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.009,0.0,0.016,0.002,0.001,0.0,0.008,0.019,0.048,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
2900,1.0,0.003,3.466,0.147,3.611,0.294,0.682,0.665,0.67,0.673,0.68,0.656,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.009,0.0,0.016,0.002,0.001,0.0,0.008,0.019,0.048,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
3000,1.0,0.003,3.466,0.148,3.611,0.294,0.682,0.665,0.67,0.673,0.68,0.655,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.009,0.0,0.016,0.002,0.001,0.0,0.008,0.019,0.049,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
3100,1.0,0.003,3.466,0.148,3.611,0.294,0.682,0.665,0.67,0.673,0.68,0.654,0.677,0.662,0.0,0.0,0.008,0.0,0.016,0.017,0.003,0.0,0.009,0.0,0.016,0.002,0.001,0.0,0.008,0.02,0.049,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.068,0.031
3200,0.999,0.003,3.466,0.149,3.612,0.293,0.682,0.665,0.67,0.674,0.68,0.653,0.677,0.662,0.0,0.0,0.008,0.0,0.015,0.017,0.003,0.0,0.009,0.0,0.016,0.002,0.001,0.0,0.008,0.02,0.049,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.067,0.031
3300,1.0,0.002,3.466,0.149,3.612,0.293,0.682,0.665,0.671,0.674,0.68,0.652,0.676,0.662,0.0,0.0,0.008,0.0,0.015,0.017,0.003,0.0,0.009,0.0,0.016,0.002,0.001,0.0,0.008,0.02,0.049,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.067,0.031
3400,1.0,0.002,3.466,0.15,3.613,0.293,0.682,0.665,0.671,0.674,0.68,0.651,0.677,0.662,0.0,0.0,0.008,0.0,0.015,0.017,0.003,0.0,0.009,0.0,0.016,0.002,0.001,0.0,0.008,0.02,0.049,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.067,0.031
3500,1.0,0.002,3.466,0.151,3.614,0.292,0.682,0.665,0.671,0.674,0.68,0.65,0.677,0.662,0.0,0.0,0.008,0.0,0.015,0.017,0.003,0.0,0.009,0.0,0.015,0.002,0.001,0.0,0.008,0.02,0.049,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.067,0.031
3600,1.0,0.002,3.466,0.152,3.615,0.291,0.682,0.666,0.671,0.675,0.68,0.648,0.677,0.662,0.0,0.0,0.008,0.0,0.015,0.017,0.003,0.0,0.009,0.0,0.015,0.002,0.001,0.0,0.008,0.021,0.049,0.003,0.03,0.003,0.002,0.003,0.002,0.002,0.003,0.0,0.066,0.031
3700,1.0,0.002,3.466,0.154,3.617,0.29,0.683,0.666,0.671,0.675,0.68,0.644,0.677,0.662,0.0,0.0,0.008,0.0,0.014,0.018,0.003,0.0,0.009,0.0,0.015,0.002,0.001,0.0,0.008,0.021,0.048,0.003,0.03,0.003,0.002,0.003,0.001,0.002,0.003,0.0,0.065,0.031
3800,1.0,0.002,3.466,0.157,3.621,0.286,0.683,0.666,0.671,0.675,0.68,0.639,0.678,0.662,0.0,0.0,0.008,0.0,0.012,0.018,0.003,0.0,0.009,0.0,0.013,0.002,0.001,0.0,0.008,0.023,0.048,0.003,0.03,0.004,0.002,0.003,0.001,0.002,0.003,0.0,0.062,0.031
3900,1.0,0.002,3.466,0.146,3.609,0.279,0.683,0.666,0.671,0.675,0.68,0.649,0.678,0.663,0.0,0.0,0.008,0.0,0.008,0.018,0.003,0.0,0.01,0.0,0.007,0.002,0.001,0.0,0.008,0.032,0.048,0.003,0.03,0.008,0.002,0.003,0.0,0.002,0.003,0.001,0.053,0.031
4000,1.0,0.002,3.466,0.14,3.603,0.278,0.682,0.666,0.671,0.675,0.68,0.655,0.677,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.048,0.003,0.03,0.008,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4100,1.0,0.002,3.466,0.139,3.603,0.278,0.683,0.666,0.672,0.676,0.68,0.656,0.676,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4200,1.0,0.002,3.466,0.139,3.603,0.278,0.683,0.666,0.672,0.676,0.68,0.656,0.676,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4300,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.666,0.672,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4400,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.672,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4500,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.672,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4600,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.672,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4700,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4800,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
4900,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
5000,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
5100,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
5200,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
5300,1.0,0.002,3.466,0.14,3.603,0.278,0.682,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
5400,1.0,0.002,3.466,0.14,3.603,0.278,0.682,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.009,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
5500,1.0,0.002,3.466,0.14,3.603,0.278,0.682,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
5600,1.0,0.002,3.466,0.14,3.603,0.278,0.682,0.667,0.673,0.676,0.68,0.655,0.675,0.663,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.003,0.0,0.002,0.003,0.002,0.051,0.031
5700,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.674,0.676,0.68,0.655,0.675,0.662,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.051,0.031
5800,1.0,0.002,3.466,0.14,3.603,0.278,0.683,0.667,0.674,0.676,0.68,0.655,0.675,0.661,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.051,0.031
5900,1.0,0.002,3.466,0.14,3.603,0.279,0.683,0.667,0.674,0.676,0.68,0.655,0.675,0.661,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6000,1.0,0.002,3.466,0.14,3.603,0.279,0.683,0.667,0.674,0.676,0.68,0.655,0.675,0.661,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6100,1.0,0.002,3.466,0.14,3.603,0.279,0.683,0.667,0.674,0.676,0.68,0.655,0.675,0.66,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6200,1.0,0.002,3.466,0.14,3.603,0.279,0.683,0.667,0.674,0.676,0.68,0.655,0.675,0.66,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6300,1.0,0.002,3.466,0.14,3.603,0.279,0.683,0.667,0.675,0.676,0.68,0.654,0.675,0.66,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6400,1.0,0.002,3.466,0.14,3.604,0.279,0.683,0.667,0.675,0.676,0.68,0.654,0.675,0.66,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.003,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6500,1.0,0.002,3.466,0.14,3.604,0.279,0.683,0.667,0.675,0.676,0.68,0.654,0.675,0.66,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.002,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6600,1.0,0.002,3.466,0.14,3.604,0.279,0.683,0.667,0.675,0.676,0.68,0.654,0.675,0.66,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.002,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6700,1.0,0.002,3.466,0.141,3.604,0.279,0.683,0.667,0.675,0.676,0.68,0.653,0.675,0.66,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.002,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
6800,1.0,0.002,3.466,0.142,3.605,0.279,0.683,0.667,0.675,0.677,0.68,0.651,0.676,0.659,0.0,0.0,0.008,0.0,0.007,0.018,0.003,0.0,0.01,0.0,0.006,0.002,0.001,0.0,0.008,0.033,0.049,0.002,0.03,0.008,0.002,0.002,0.0,0.002,0.003,0.002,0.052,0.031
