A0_0,A0_1,A1_0,A1_1,A2_0,A2_1,A3_0,A3_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A7_0,A7_1
0.532,0.468,0.436,0.564,0.525,0.475,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.438,0.562
0.532,0.468,0.436,0.564,0.525,0.475,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.438,0.562
0.532,0.468,0.436,0.564,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.438,0.562
0.532,0.468,0.436,0.564,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.438,0.562
0.532,0.468,0.437,0.563,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.438,0.562
0.532,0.468,0.437,0.563,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.438,0.562
0.532,0.468,0.437,0.563,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.438,0.562
0.532,0.468,0.437,0.563,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.438,0.562
0.532,0.468,0.437,0.563,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.439,0.561
0.532,0.468,0.437,0.563,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.439,0.561
0.532,0.468,0.438,0.562,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.439,0.561
0.532,0.468,0.438,0.562,0.526,0.474,0.531,0.469,0.563,0.437,0.563,0.437,0.531,0.469,0.439,0.561
0.532,0.468,0.438,0.562,0.526,0.474,0.531,0.469,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.532,0.468,0.438,0.562,0.526,0.474,0.531,0.469,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.532,0.468,0.438,0.562,0.526,0.474,0.531,0.469,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.532,0.468,0.438,0.562,0.526,0.474,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.438,0.562,0.526,0.474,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.438,0.562,0.526,0.474,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.525,0.475,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.525,0.475,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.525,0.475,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.524,0.476,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.524,0.476,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.523,0.477,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.522,0.478,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.521,0.479,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.439,0.561
0.531,0.469,0.439,0.561,0.52,0.48,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.438,0.562
0.531,0.469,0.44,0.56,0.518,0.482,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.438,0.562
0.531,0.469,0.44,0.56,0.515,0.485,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.438,0.562
0.531,0.469,0.44,0.56,0.511,0.489,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.438,0.562
0.531,0.469,0.44,0.56,0.507,0.493,0.532,0.468,0.563,0.437,0.562,0.438,0.531,0.469,0.438,0.562
