A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.251,0.249,0.251,0.249,0.164,0.223,0.375,0.237,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.249,0.251,0.249,0.165,0.223,0.375,0.236,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.251,0.249,0.165,0.224,0.375,0.235,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.251,0.249,0.166,0.224,0.375,0.235,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.251,0.249,0.167,0.224,0.375,0.234,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.251,0.249,0.167,0.224,0.375,0.233,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.25,0.249,0.168,0.225,0.375,0.232,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.25,0.249,0.169,0.225,0.375,0.231,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.25,0.249,0.17,0.225,0.375,0.23,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.25,0.249,0.171,0.225,0.375,0.229,0.341,0.157,0.282,0.22,0.344,0.155,0.281,0.219
0.25,0.25,0.25,0.249,0.172,0.225,0.375,0.227,0.341,0.157,0.282,0.221,0.344,0.155,0.281,0.219
0.25,0.25,0.25,0.249,0.174,0.225,0.375,0.226,0.341,0.157,0.282,0.221,0.344,0.155,0.281,0.219
0.25,0.25,0.25,0.249,0.176,0.225,0.375,0.224,0.341,0.157,0.282,0.221,0.344,0.156,0.281,0.219
0.25,0.25,0.25,0.249,0.178,0.225,0.375,0.222,0.341,0.157,0.282,0.221,0.344,0.156,0.281,0.219
0.25,0.25,0.25,0.249,0.18,0.225,0.375,0.219,0.34,0.157,0.282,0.221,0.344,0.156,0.281,0.219
0.25,0.25,0.25,0.249,0.183,0.225,0.376,0.216,0.34,0.157,0.282,0.221,0.344,0.156,0.28,0.219
0.25,0.25,0.25,0.249,0.186,0.225,0.376,0.213,0.34,0.157,0.282,0.221,0.344,0.156,0.28,0.219
0.25,0.25,0.25,0.249,0.188,0.225,0.376,0.211,0.34,0.157,0.282,0.221,0.344,0.156,0.28,0.219
0.25,0.25,0.25,0.249,0.191,0.225,0.376,0.208,0.34,0.157,0.282,0.222,0.344,0.157,0.28,0.22
0.25,0.25,0.25,0.249,0.193,0.225,0.376,0.206,0.34,0.157,0.282,0.222,0.344,0.157,0.279,0.22
0.25,0.25,0.25,0.249,0.195,0.226,0.376,0.204,0.34,0.157,0.282,0.222,0.344,0.158,0.278,0.22
0.25,0.25,0.25,0.249,0.197,0.226,0.376,0.201,0.34,0.157,0.282,0.222,0.344,0.16,0.277,0.22
0.25,0.25,0.25,0.249,0.2,0.226,0.376,0.198,0.34,0.157,0.282,0.222,0.344,0.162,0.274,0.22
0.25,0.25,0.25,0.249,0.203,0.226,0.376,0.194,0.34,0.157,0.282,0.222,0.344,0.17,0.266,0.22
0.25,0.251,0.25,0.249,0.209,0.227,0.376,0.188,0.34,0.157,0.282,0.222,0.344,0.18,0.256,0.22
0.25,0.251,0.25,0.249,0.215,0.227,0.376,0.182,0.34,0.157,0.282,0.222,0.344,0.182,0.255,0.219
0.25,0.251,0.25,0.249,0.219,0.228,0.375,0.178,0.34,0.157,0.282,0.221,0.344,0.181,0.256,0.219
0.25,0.251,0.25,0.249,0.221,0.228,0.375,0.176,0.34,0.157,0.282,0.221,0.344,0.176,0.26,0.219
0.25,0.251,0.25,0.249,0.223,0.228,0.375,0.174,0.341,0.157,0.282,0.221,0.344,0.164,0.273,0.219
