Epochs,Acc,H[G|U],H[Z],H[U|G],H[U],sumI[A:A],I[A_0:Z],I[A_1:Z],I[A_2:Z],I[A_3:Z],I[A_4:Z],I[A_5:Z],I[A_6:Z],I[A_7:Z],I[A0:A1],I[A0:A2],I[A0:A3],I[A0:A4],I[A0:A5],I[A0:A6],I[A0:A7],I[A1:A2],I[A1:A3],I[A1:A4],I[A1:A5],I[A1:A6],I[A1:A7],I[A2:A3],I[A2:A4],I[A2:A5],I[A2:A6],I[A2:A7],I[A3:A4],I[A3:A5],I[A3:A6],I[A3:A7],I[A4:A5],I[A4:A6],I[A4:A7],I[A5:A6],I[A5:A7],I[A6:A7]
2000,0.812,0.291,5.529,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2100,0.812,0.291,5.529,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2200,0.812,0.291,5.489,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2300,0.812,0.291,5.456,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2400,0.812,0.291,5.429,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2500,0.812,0.291,5.389,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2600,0.812,0.291,5.36,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2700,0.812,0.291,5.328,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2800,0.812,0.291,5.312,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
2900,0.812,0.291,5.313,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3000,0.812,0.291,5.288,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3100,0.812,0.291,5.277,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3200,0.812,0.291,5.27,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3300,0.812,0.291,5.27,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3400,0.812,0.291,5.295,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3500,0.812,0.291,5.27,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3600,0.812,0.291,5.272,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3700,0.812,0.291,5.264,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3800,0.812,0.291,5.27,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
3900,0.812,0.291,5.27,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4000,0.812,0.291,5.27,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4100,0.812,0.291,5.272,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4200,0.812,0.291,5.264,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4300,0.812,0.291,5.285,0.014,5.268,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4400,0.812,0.291,5.27,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4500,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4600,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4700,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4800,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
4900,0.812,0.291,5.27,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5000,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5100,0.812,0.291,5.27,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5200,0.812,0.291,5.275,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5300,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5400,0.812,0.291,5.275,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5500,0.812,0.291,5.27,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5600,0.812,0.291,5.27,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5700,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5800,0.812,0.291,5.27,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
5900,0.812,0.291,5.275,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6000,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6100,0.812,0.291,5.27,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6200,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6300,0.812,0.291,5.27,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6400,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6500,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6600,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6700,0.812,0.291,5.28,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6800,0.812,0.291,5.288,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
6900,0.812,0.291,5.264,0.014,5.269,0.111,0.688,0.689,0.689,0.691,0.691,0.689,0.69,0.688,0.001,0.008,0.0,0.008,0.0,0.006,0.004,0.003,0.001,0.009,0.001,0.0,0.0,0.001,0.0,0.0,0.022,0.003,0.009,0.001,0.005,0.006,0.001,0.011,0.0,0.001,0.011,0.0
