Epochs,Acc,H[G|U],H[Z],H[U|G],H[U],sumI[A:A],I[A_0:Z],I[A_1:Z],I[A_2:Z],I[A_3:Z],I[A_4:Z],I[A_5:Z],I[A_6:Z],I[A_7:Z],I[A0:A1],I[A0:A2],I[A0:A3],I[A0:A4],I[A0:A5],I[A0:A6],I[A0:A7],I[A1:A2],I[A1:A3],I[A1:A4],I[A1:A5],I[A1:A6],I[A1:A7],I[A2:A3],I[A2:A4],I[A2:A5],I[A2:A6],I[A2:A7],I[A3:A4],I[A3:A5],I[A3:A6],I[A3:A7],I[A4:A5],I[A4:A6],I[A4:A7],I[A5:A6],I[A5:A7],I[A6:A7]
1400,1.0,0.003,3.466,0.118,3.581,0.52,0.681,0.646,0.556,0.678,0.642,0.649,0.645,0.625,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.021,0.02,0.002,0.012,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.116,0.007,0.002,0.013,0.011
1500,1.0,0.003,3.466,0.117,3.579,0.52,0.681,0.647,0.556,0.678,0.642,0.649,0.645,0.625,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.021,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.117,0.007,0.002,0.013,0.011
1600,1.0,0.003,3.466,0.116,3.578,0.52,0.681,0.647,0.555,0.678,0.642,0.65,0.645,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.021,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.117,0.007,0.002,0.013,0.011
1700,1.0,0.003,3.466,0.115,3.577,0.52,0.681,0.648,0.555,0.678,0.642,0.65,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.117,0.007,0.002,0.012,0.011
1800,1.0,0.003,3.466,0.114,3.577,0.52,0.681,0.648,0.555,0.678,0.641,0.65,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.117,0.007,0.002,0.012,0.011
1900,1.0,0.003,3.466,0.114,3.577,0.52,0.681,0.648,0.555,0.678,0.641,0.65,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.117,0.007,0.002,0.012,0.011
2000,1.0,0.003,3.466,0.114,3.577,0.52,0.681,0.649,0.555,0.678,0.641,0.65,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.117,0.007,0.002,0.012,0.011
2100,1.0,0.003,3.466,0.114,3.577,0.52,0.681,0.649,0.554,0.678,0.641,0.651,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.117,0.007,0.002,0.012,0.011
2200,1.0,0.003,3.466,0.114,3.577,0.52,0.681,0.649,0.554,0.678,0.64,0.651,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
2300,1.0,0.003,3.466,0.114,3.577,0.52,0.681,0.649,0.554,0.678,0.64,0.651,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
2400,1.0,0.003,3.466,0.115,3.577,0.52,0.681,0.649,0.554,0.677,0.64,0.651,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
2500,1.0,0.003,3.466,0.115,3.578,0.519,0.681,0.649,0.553,0.677,0.639,0.651,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
2600,1.0,0.003,3.466,0.116,3.578,0.519,0.681,0.649,0.553,0.677,0.639,0.652,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
2700,1.0,0.003,3.466,0.116,3.579,0.519,0.681,0.649,0.553,0.677,0.639,0.652,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
2800,1.0,0.003,3.466,0.117,3.58,0.519,0.681,0.649,0.552,0.677,0.638,0.652,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
2900,1.0,0.003,3.466,0.118,3.58,0.519,0.681,0.649,0.552,0.677,0.638,0.652,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
3000,1.0,0.003,3.466,0.118,3.581,0.519,0.681,0.649,0.552,0.677,0.637,0.652,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
3100,1.0,0.003,3.466,0.119,3.582,0.518,0.681,0.649,0.551,0.677,0.637,0.652,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.032,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
3200,1.0,0.003,3.466,0.12,3.583,0.518,0.681,0.649,0.551,0.677,0.637,0.652,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
3300,1.0,0.003,3.466,0.121,3.584,0.518,0.681,0.649,0.551,0.677,0.636,0.653,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.019,0.057,0.118,0.007,0.002,0.012,0.011
3400,1.0,0.003,3.466,0.122,3.585,0.518,0.681,0.649,0.55,0.676,0.636,0.653,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.019,0.057,0.118,0.006,0.002,0.012,0.011
3500,1.0,0.003,3.466,0.123,3.586,0.517,0.681,0.649,0.55,0.676,0.635,0.653,0.646,0.627,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.011
3600,1.0,0.003,3.466,0.124,3.587,0.517,0.681,0.649,0.55,0.676,0.635,0.653,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.011
3700,1.0,0.003,3.466,0.125,3.588,0.517,0.681,0.649,0.55,0.676,0.634,0.653,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.011
3800,1.0,0.003,3.466,0.126,3.589,0.516,0.681,0.649,0.549,0.676,0.634,0.653,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.011
3900,1.0,0.003,3.466,0.127,3.59,0.516,0.68,0.649,0.549,0.676,0.633,0.653,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.02,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.011
4000,1.0,0.003,3.466,0.128,3.591,0.516,0.68,0.649,0.549,0.676,0.633,0.653,0.646,0.626,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.019,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4100,1.0,0.003,3.466,0.129,3.592,0.515,0.68,0.649,0.549,0.676,0.633,0.654,0.646,0.625,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.019,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4200,1.0,0.003,3.466,0.13,3.593,0.515,0.68,0.649,0.549,0.676,0.632,0.654,0.646,0.625,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.011,0.033,0.019,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.017,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4300,1.0,0.003,3.466,0.131,3.594,0.515,0.68,0.649,0.549,0.675,0.632,0.654,0.646,0.625,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.01,0.033,0.019,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4400,1.0,0.003,3.466,0.131,3.594,0.515,0.68,0.649,0.549,0.675,0.631,0.654,0.647,0.624,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.01,0.033,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4500,1.0,0.003,3.466,0.132,3.595,0.514,0.68,0.649,0.548,0.675,0.631,0.654,0.647,0.624,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.01,0.033,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4600,1.0,0.003,3.466,0.133,3.596,0.514,0.68,0.649,0.548,0.675,0.63,0.655,0.647,0.623,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4700,1.0,0.003,3.466,0.134,3.597,0.514,0.681,0.649,0.548,0.675,0.63,0.655,0.647,0.623,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.01,0.032,0.019,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4800,1.0,0.003,3.466,0.136,3.599,0.513,0.681,0.649,0.548,0.675,0.629,0.655,0.647,0.622,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.01,0.032,0.019,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
4900,1.0,0.003,3.466,0.137,3.6,0.513,0.681,0.649,0.548,0.675,0.628,0.655,0.647,0.622,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.01,0.032,0.019,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
5000,1.0,0.003,3.466,0.138,3.601,0.512,0.681,0.649,0.548,0.675,0.627,0.655,0.648,0.621,0.003,0.006,0.017,0.021,0.016,0.001,0.04,0.01,0.032,0.019,0.02,0.002,0.011,0.011,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.118,0.006,0.002,0.012,0.01
5100,1.0,0.003,3.466,0.14,3.602,0.512,0.681,0.649,0.548,0.675,0.626,0.655,0.648,0.621,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.117,0.006,0.002,0.011,0.01
5200,1.0,0.003,3.466,0.141,3.604,0.511,0.681,0.649,0.548,0.675,0.625,0.656,0.648,0.621,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.117,0.006,0.002,0.011,0.01
5300,1.0,0.003,3.466,0.142,3.605,0.51,0.681,0.649,0.548,0.675,0.624,0.656,0.648,0.62,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.117,0.006,0.002,0.011,0.01
5400,1.0,0.003,3.466,0.144,3.607,0.509,0.681,0.649,0.548,0.674,0.623,0.656,0.648,0.62,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.057,0.116,0.006,0.002,0.011,0.01
5500,1.0,0.003,3.466,0.146,3.609,0.508,0.681,0.649,0.548,0.674,0.621,0.656,0.648,0.619,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.033,0.008,0.0,0.018,0.056,0.116,0.006,0.002,0.011,0.01
5600,1.0,0.003,3.466,0.148,3.611,0.507,0.681,0.649,0.548,0.674,0.62,0.656,0.648,0.619,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.034,0.008,0.0,0.017,0.056,0.116,0.006,0.002,0.011,0.01
5700,1.0,0.003,3.466,0.15,3.613,0.506,0.681,0.649,0.548,0.673,0.619,0.657,0.648,0.618,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.034,0.008,0.0,0.017,0.056,0.115,0.006,0.002,0.011,0.01
5800,1.0,0.003,3.466,0.153,3.616,0.504,0.681,0.649,0.548,0.673,0.617,0.657,0.647,0.618,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.019,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.034,0.008,0.0,0.017,0.056,0.114,0.005,0.002,0.011,0.009
5900,1.0,0.003,3.466,0.156,3.619,0.503,0.682,0.649,0.549,0.672,0.615,0.657,0.647,0.617,0.003,0.006,0.017,0.021,0.016,0.001,0.039,0.01,0.032,0.018,0.02,0.002,0.011,0.01,0.0,0.012,0.012,0.016,0.034,0.008,0.0,0.017,0.056,0.113,0.005,0.002,0.011,0.009
6000,1.0,0.003,3.466,0.159,3.622,0.501,0.682,0.65,0.549,0.672,0.613,0.657,0.646,0.617,0.003,0.006,0.018,0.021,0.016,0.001,0.039,0.01,0.032,0.018,0.02,0.003,0.011,0.01,0.0,0.012,0.012,0.016,0.034,0.008,0.0,0.017,0.056,0.112,0.005,0.002,0.011,0.009
6100,1.0,0.003,3.466,0.163,3.626,0.499,0.682,0.65,0.549,0.671,0.61,0.657,0.646,0.617,0.003,0.006,0.018,0.02,0.016,0.001,0.039,0.011,0.031,0.018,0.02,0.003,0.011,0.01,0.0,0.012,0.012,0.016,0.034,0.008,0.0,0.017,0.056,0.111,0.005,0.002,0.011,0.009
6200,1.0,0.003,3.466,0.167,3.63,0.496,0.682,0.65,0.55,0.67,0.608,0.657,0.645,0.617,0.003,0.006,0.018,0.02,0.016,0.001,0.039,0.011,0.031,0.018,0.02,0.003,0.011,0.01,0.0,0.012,0.012,0.016,0.034,0.008,0.0,0.017,0.055,0.109,0.005,0.002,0.011,0.009
6300,1.0,0.003,3.466,0.172,3.635,0.493,0.682,0.65,0.55,0.669,0.606,0.657,0.643,0.617,0.003,0.006,0.018,0.02,0.016,0.001,0.039,0.011,0.031,0.018,0.02,0.003,0.011,0.01,0.0,0.012,0.013,0.016,0.035,0.008,0.0,0.017,0.055,0.106,0.005,0.002,0.011,0.008
6400,1.0,0.003,3.466,0.182,3.645,0.482,0.682,0.65,0.55,0.668,0.604,0.657,0.639,0.617,0.003,0.006,0.018,0.02,0.016,0.0,0.039,0.011,0.03,0.017,0.02,0.004,0.011,0.01,0.0,0.012,0.014,0.016,0.035,0.007,0.0,0.017,0.055,0.097,0.005,0.001,0.011,0.006
6500,1.0,0.003,3.466,0.169,3.632,0.464,0.681,0.65,0.55,0.665,0.603,0.657,0.662,0.619,0.003,0.006,0.019,0.021,0.016,0.0,0.039,0.011,0.03,0.017,0.02,0.01,0.011,0.01,0.0,0.012,0.018,0.016,0.034,0.007,0.001,0.017,0.055,0.075,0.006,0.0,0.011,0.002
6600,1.0,0.003,3.466,0.168,3.631,0.457,0.681,0.65,0.55,0.659,0.606,0.657,0.667,0.62,0.003,0.006,0.021,0.021,0.016,0.0,0.039,0.011,0.027,0.018,0.02,0.011,0.011,0.009,0.0,0.012,0.018,0.016,0.031,0.006,0.001,0.016,0.055,0.072,0.006,0.0,0.011,0.002
6700,1.0,0.003,3.466,0.154,3.618,0.436,0.68,0.65,0.55,0.67,0.605,0.657,0.668,0.621,0.003,0.006,0.031,0.021,0.016,0.0,0.039,0.011,0.016,0.018,0.02,0.011,0.011,0.006,0.0,0.012,0.018,0.016,0.024,0.001,0.0,0.011,0.054,0.071,0.006,0.0,0.011,0.002
6800,1.0,0.003,3.466,0.147,3.61,0.436,0.68,0.65,0.55,0.675,0.606,0.657,0.668,0.622,0.003,0.006,0.032,0.021,0.016,0.0,0.04,0.011,0.015,0.018,0.02,0.011,0.011,0.006,0.0,0.012,0.018,0.017,0.024,0.001,0.0,0.011,0.054,0.071,0.006,0.0,0.011,0.002
6900,1.0,0.003,3.466,0.145,3.608,0.436,0.68,0.65,0.55,0.676,0.606,0.657,0.668,0.622,0.003,0.006,0.032,0.021,0.016,0.0,0.04,0.011,0.015,0.018,0.02,0.011,0.011,0.006,0.0,0.012,0.018,0.017,0.024,0.001,0.0,0.011,0.054,0.071,0.006,0.0,0.011,0.002
