A0_0,A0_1,A0_2,A0_3,A1_0,A1_1,A1_2,A1_3,A2_0,A2_1,A2_2,A2_3,A3_0,A3_1,A3_2,A3_3
0.251,0.251,0.467,0.031,0.187,0.22,0.28,0.312,0.214,0.405,0.189,0.193,0.311,0.126,0.25,0.314
0.251,0.253,0.467,0.028,0.187,0.22,0.28,0.312,0.212,0.405,0.189,0.194,0.311,0.126,0.25,0.314
0.251,0.256,0.467,0.026,0.187,0.22,0.281,0.312,0.211,0.405,0.189,0.195,0.31,0.126,0.25,0.314
0.251,0.259,0.467,0.023,0.187,0.219,0.281,0.312,0.21,0.405,0.189,0.196,0.31,0.126,0.25,0.314
0.251,0.262,0.467,0.02,0.187,0.219,0.281,0.312,0.21,0.405,0.189,0.196,0.31,0.126,0.25,0.314
0.251,0.266,0.467,0.016,0.187,0.219,0.281,0.312,0.209,0.405,0.189,0.197,0.31,0.126,0.25,0.314
0.251,0.27,0.466,0.013,0.187,0.219,0.281,0.312,0.208,0.405,0.189,0.198,0.31,0.126,0.25,0.314
0.251,0.273,0.466,0.01,0.187,0.219,0.281,0.312,0.206,0.405,0.189,0.199,0.31,0.126,0.25,0.314
0.251,0.276,0.466,0.007,0.187,0.219,0.281,0.312,0.205,0.405,0.189,0.201,0.31,0.126,0.25,0.314
0.251,0.278,0.466,0.006,0.187,0.219,0.281,0.312,0.203,0.405,0.189,0.203,0.31,0.126,0.25,0.314
0.251,0.279,0.466,0.005,0.187,0.219,0.281,0.312,0.201,0.405,0.189,0.205,0.31,0.126,0.25,0.314
