Epochs,Acc,H[G|U],H[Z],H[U|G],H[U],sumI[A:A],I[A_0:Z],I[A_1:Z],I[A_2:Z],I[A_3:Z],I[A_4:Z],I[A_5:Z],I[A_6:Z],I[A_7:Z],I[A0:A1],I[A0:A2],I[A0:A3],I[A0:A4],I[A0:A5],I[A0:A6],I[A0:A7],I[A1:A2],I[A1:A3],I[A1:A4],I[A1:A5],I[A1:A6],I[A1:A7],I[A2:A3],I[A2:A4],I[A2:A5],I[A2:A6],I[A2:A7],I[A3:A4],I[A3:A5],I[A3:A6],I[A3:A7],I[A4:A5],I[A4:A6],I[A4:A7],I[A5:A6],I[A5:A7],I[A6:A7]
1700,0.298,1.836,5.545,0.06,3.769,2.07,0.678,0.678,0.68,0.686,0.674,0.687,0.688,0.689,0.031,0.04,0.016,0.327,0.02,0.281,0.014,0.009,0.01,0.047,0.391,0.047,0.008,0.319,0.01,0.014,0.076,0.019,0.002,0.016,0.024,0.071,0.029,0.191,0.016,0.026,0.016,0.0
1800,0.302,1.823,5.545,0.06,3.782,2.063,0.678,0.678,0.68,0.686,0.674,0.687,0.689,0.689,0.033,0.04,0.016,0.328,0.019,0.28,0.013,0.01,0.011,0.05,0.379,0.049,0.007,0.319,0.01,0.014,0.076,0.019,0.002,0.016,0.024,0.071,0.029,0.191,0.016,0.026,0.016,0.0
1900,0.321,1.783,5.545,0.066,3.828,1.997,0.674,0.68,0.679,0.686,0.671,0.687,0.688,0.69,0.03,0.038,0.018,0.324,0.019,0.276,0.012,0.01,0.009,0.046,0.368,0.046,0.009,0.304,0.01,0.015,0.073,0.016,0.001,0.015,0.022,0.065,0.028,0.188,0.015,0.026,0.015,0.0
2000,0.351,1.719,5.545,0.066,3.893,1.895,0.677,0.679,0.679,0.684,0.674,0.685,0.689,0.69,0.027,0.039,0.019,0.315,0.019,0.258,0.011,0.01,0.009,0.043,0.349,0.042,0.008,0.283,0.01,0.014,0.065,0.014,0.001,0.015,0.019,0.062,0.025,0.181,0.015,0.026,0.016,0.0
2100,0.357,1.701,5.54,0.055,3.9,1.88,0.678,0.68,0.682,0.686,0.674,0.688,0.689,0.69,0.027,0.038,0.02,0.316,0.02,0.256,0.011,0.011,0.009,0.043,0.34,0.041,0.008,0.282,0.01,0.013,0.064,0.013,0.001,0.013,0.019,0.062,0.027,0.18,0.016,0.024,0.015,0.0
2200,0.379,1.629,5.509,0.057,3.973,1.799,0.678,0.682,0.683,0.685,0.674,0.688,0.689,0.69,0.02,0.039,0.025,0.291,0.017,0.239,0.009,0.01,0.01,0.041,0.322,0.037,0.006,0.275,0.011,0.013,0.064,0.013,0.002,0.015,0.021,0.06,0.029,0.175,0.014,0.024,0.015,0.0
2300,0.388,1.604,5.487,0.055,3.997,1.766,0.678,0.683,0.683,0.681,0.677,0.688,0.689,0.69,0.02,0.04,0.025,0.283,0.018,0.238,0.009,0.01,0.01,0.04,0.315,0.037,0.006,0.271,0.01,0.012,0.063,0.013,0.002,0.013,0.02,0.058,0.033,0.169,0.013,0.026,0.013,0.0
2400,0.401,1.557,5.446,0.055,4.044,1.707,0.678,0.684,0.683,0.681,0.677,0.686,0.689,0.69,0.021,0.04,0.021,0.274,0.02,0.238,0.009,0.01,0.01,0.038,0.309,0.037,0.006,0.254,0.009,0.013,0.063,0.013,0.001,0.011,0.016,0.051,0.032,0.163,0.012,0.027,0.012,0.0
2500,0.41,1.525,5.417,0.051,4.072,1.677,0.676,0.684,0.684,0.684,0.679,0.688,0.689,0.69,0.021,0.041,0.022,0.258,0.02,0.222,0.008,0.01,0.01,0.038,0.306,0.036,0.006,0.254,0.009,0.013,0.063,0.013,0.001,0.011,0.016,0.051,0.033,0.163,0.012,0.028,0.012,0.0
2600,0.414,1.507,5.46,0.045,4.084,1.671,0.68,0.684,0.684,0.684,0.68,0.689,0.689,0.69,0.021,0.041,0.021,0.258,0.022,0.223,0.008,0.01,0.01,0.038,0.298,0.036,0.006,0.254,0.008,0.012,0.063,0.013,0.001,0.01,0.016,0.051,0.034,0.163,0.012,0.03,0.011,0.0
2700,0.418,1.492,5.327,0.042,4.095,1.669,0.681,0.685,0.684,0.685,0.68,0.689,0.689,0.69,0.021,0.041,0.023,0.258,0.022,0.222,0.008,0.01,0.011,0.038,0.298,0.036,0.006,0.249,0.008,0.012,0.063,0.013,0.001,0.011,0.018,0.049,0.034,0.163,0.012,0.03,0.011,0.0
2800,0.426,1.478,5.124,0.045,4.112,1.655,0.68,0.686,0.684,0.686,0.678,0.689,0.689,0.69,0.021,0.041,0.025,0.252,0.022,0.221,0.008,0.01,0.012,0.039,0.298,0.036,0.006,0.243,0.009,0.012,0.063,0.013,0.001,0.01,0.019,0.046,0.036,0.159,0.011,0.03,0.011,0.0
2900,0.437,1.45,5.144,0.04,4.135,1.612,0.682,0.686,0.685,0.686,0.681,0.689,0.689,0.69,0.024,0.037,0.029,0.235,0.023,0.21,0.008,0.01,0.012,0.04,0.297,0.036,0.006,0.231,0.009,0.012,0.063,0.013,0.002,0.008,0.019,0.042,0.036,0.157,0.011,0.03,0.011,0.0
3000,0.444,1.432,5.169,0.04,4.153,1.593,0.683,0.686,0.683,0.686,0.681,0.689,0.689,0.69,0.026,0.033,0.028,0.228,0.024,0.204,0.009,0.011,0.012,0.04,0.297,0.036,0.006,0.226,0.009,0.013,0.061,0.014,0.002,0.008,0.019,0.042,0.036,0.157,0.011,0.03,0.011,0.0
3100,0.449,1.416,5.034,0.036,4.165,1.579,0.684,0.686,0.684,0.687,0.682,0.689,0.689,0.69,0.026,0.033,0.028,0.228,0.023,0.204,0.009,0.011,0.012,0.04,0.289,0.036,0.006,0.225,0.009,0.012,0.06,0.014,0.002,0.007,0.019,0.042,0.038,0.157,0.011,0.028,0.01,0.0
3200,0.457,1.402,5.171,0.036,4.179,1.559,0.685,0.686,0.684,0.687,0.679,0.689,0.689,0.69,0.026,0.035,0.028,0.223,0.023,0.204,0.009,0.013,0.012,0.038,0.289,0.036,0.006,0.219,0.009,0.014,0.057,0.013,0.002,0.007,0.019,0.042,0.036,0.153,0.009,0.028,0.01,0.0
3300,0.464,1.386,4.915,0.035,4.194,1.535,0.685,0.686,0.685,0.687,0.68,0.69,0.689,0.69,0.026,0.033,0.027,0.217,0.023,0.204,0.009,0.014,0.012,0.036,0.289,0.036,0.006,0.213,0.009,0.015,0.055,0.012,0.003,0.007,0.019,0.042,0.034,0.148,0.009,0.028,0.01,0.0
3400,0.468,1.372,4.902,0.034,4.206,1.52,0.686,0.686,0.686,0.687,0.68,0.69,0.689,0.69,0.026,0.033,0.028,0.211,0.023,0.204,0.009,0.014,0.012,0.034,0.289,0.036,0.006,0.213,0.01,0.015,0.055,0.012,0.003,0.007,0.019,0.042,0.032,0.143,0.007,0.028,0.01,0.0
3500,0.472,1.358,4.756,0.032,4.22,1.5,0.687,0.686,0.686,0.687,0.68,0.689,0.689,0.69,0.024,0.031,0.026,0.205,0.021,0.199,0.008,0.014,0.012,0.034,0.289,0.036,0.006,0.213,0.01,0.015,0.055,0.012,0.003,0.007,0.019,0.042,0.032,0.143,0.007,0.028,0.01,0.0
3600,0.478,1.345,4.765,0.035,4.235,1.481,0.687,0.686,0.686,0.687,0.679,0.689,0.689,0.69,0.024,0.031,0.026,0.195,0.021,0.199,0.008,0.014,0.012,0.031,0.289,0.036,0.006,0.213,0.011,0.015,0.055,0.012,0.004,0.007,0.019,0.042,0.029,0.136,0.008,0.028,0.01,0.0
3700,0.492,1.308,4.901,0.03,4.267,1.451,0.687,0.686,0.686,0.687,0.683,0.69,0.69,0.69,0.024,0.031,0.026,0.181,0.021,0.193,0.008,0.014,0.012,0.03,0.289,0.038,0.006,0.213,0.014,0.015,0.052,0.012,0.006,0.007,0.018,0.042,0.032,0.12,0.006,0.03,0.01,0.0
3800,0.492,1.307,4.838,0.03,4.267,1.45,0.687,0.686,0.686,0.687,0.683,0.69,0.69,0.69,0.024,0.031,0.026,0.182,0.021,0.193,0.008,0.014,0.012,0.03,0.289,0.038,0.006,0.213,0.014,0.015,0.052,0.012,0.006,0.007,0.018,0.042,0.032,0.12,0.006,0.03,0.01,0.0
3900,0.5,1.284,4.688,0.029,4.29,1.421,0.688,0.686,0.686,0.688,0.683,0.69,0.69,0.69,0.023,0.029,0.022,0.177,0.019,0.188,0.007,0.014,0.011,0.03,0.289,0.038,0.006,0.208,0.014,0.015,0.052,0.012,0.007,0.006,0.016,0.04,0.032,0.12,0.006,0.03,0.01,0.0
4000,0.503,1.278,4.651,0.028,4.295,1.414,0.688,0.686,0.686,0.688,0.683,0.69,0.69,0.69,0.025,0.027,0.024,0.173,0.021,0.183,0.006,0.014,0.011,0.03,0.289,0.038,0.006,0.208,0.014,0.015,0.052,0.012,0.007,0.006,0.016,0.04,0.032,0.12,0.006,0.03,0.01,0.0
4100,0.511,1.264,4.726,0.03,4.31,1.394,0.686,0.687,0.686,0.688,0.684,0.69,0.69,0.69,0.028,0.025,0.022,0.169,0.023,0.178,0.005,0.012,0.01,0.032,0.281,0.036,0.005,0.208,0.014,0.015,0.052,0.012,0.007,0.006,0.016,0.04,0.032,0.12,0.006,0.03,0.01,0.0
4200,0.515,1.256,4.639,0.027,4.316,1.39,0.688,0.687,0.687,0.688,0.684,0.69,0.69,0.69,0.029,0.027,0.022,0.169,0.023,0.178,0.005,0.013,0.01,0.032,0.281,0.036,0.005,0.202,0.015,0.016,0.05,0.011,0.007,0.006,0.016,0.04,0.032,0.12,0.006,0.03,0.01,0.0
4300,0.516,1.256,4.74,0.027,4.316,1.39,0.688,0.687,0.687,0.688,0.684,0.69,0.69,0.69,0.029,0.027,0.022,0.169,0.023,0.178,0.005,0.013,0.01,0.032,0.281,0.036,0.005,0.202,0.015,0.016,0.05,0.011,0.007,0.006,0.016,0.04,0.032,0.12,0.006,0.03,0.01,0.0
4400,0.519,1.249,4.595,0.026,4.323,1.385,0.688,0.687,0.687,0.688,0.684,0.69,0.69,0.69,0.029,0.025,0.022,0.169,0.023,0.178,0.005,0.015,0.01,0.032,0.281,0.036,0.005,0.197,0.017,0.018,0.047,0.012,0.007,0.006,0.016,0.04,0.032,0.12,0.006,0.03,0.01,0.0
4500,0.523,1.238,4.552,0.026,4.333,1.374,0.689,0.687,0.687,0.688,0.684,0.69,0.69,0.69,0.03,0.024,0.02,0.163,0.024,0.173,0.004,0.015,0.01,0.032,0.281,0.036,0.005,0.197,0.017,0.018,0.047,0.012,0.007,0.006,0.016,0.04,0.032,0.12,0.006,0.03,0.01,0.0
4600,0.523,1.238,4.501,0.025,4.333,1.374,0.689,0.687,0.687,0.688,0.684,0.69,0.69,0.69,0.03,0.024,0.02,0.163,0.024,0.173,0.004,0.015,0.01,0.032,0.281,0.036,0.005,0.197,0.017,0.018,0.047,0.012,0.007,0.006,0.016,0.04,0.032,0.12,0.006,0.03,0.01,0.0
4700,0.527,1.229,4.48,0.025,4.341,1.367,0.689,0.687,0.687,0.688,0.684,0.69,0.69,0.69,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
4800,0.527,1.229,4.518,0.025,4.341,1.367,0.689,0.687,0.688,0.688,0.684,0.69,0.69,0.69,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
4900,0.527,1.229,4.427,0.025,4.341,1.366,0.689,0.687,0.688,0.688,0.684,0.69,0.69,0.69,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5000,0.527,1.228,4.549,0.024,4.341,1.366,0.689,0.687,0.688,0.688,0.684,0.69,0.691,0.69,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5100,0.527,1.228,4.396,0.024,4.341,1.366,0.689,0.687,0.688,0.688,0.684,0.69,0.691,0.69,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5200,0.527,1.228,4.352,0.024,4.341,1.366,0.689,0.687,0.688,0.688,0.684,0.69,0.691,0.69,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5300,0.527,1.228,4.348,0.024,4.341,1.366,0.689,0.687,0.688,0.688,0.685,0.69,0.691,0.69,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5400,0.527,1.228,4.409,0.024,4.341,1.366,0.689,0.687,0.688,0.688,0.685,0.69,0.691,0.69,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5500,0.527,1.228,4.409,0.024,4.341,1.366,0.689,0.687,0.688,0.688,0.685,0.69,0.691,0.691,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5600,0.527,1.228,4.376,0.024,4.341,1.366,0.69,0.687,0.688,0.688,0.685,0.69,0.691,0.691,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5700,0.527,1.228,4.402,0.024,4.341,1.366,0.69,0.687,0.688,0.688,0.685,0.69,0.691,0.691,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5800,0.527,1.228,4.354,0.024,4.341,1.366,0.69,0.686,0.688,0.688,0.685,0.69,0.691,0.691,0.03,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
5900,0.527,1.228,4.395,0.024,4.341,1.366,0.69,0.686,0.688,0.688,0.685,0.69,0.691,0.691,0.031,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
6000,0.527,1.228,4.339,0.024,4.341,1.366,0.69,0.686,0.688,0.688,0.685,0.69,0.691,0.691,0.031,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.192,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
6100,0.527,1.228,4.342,0.024,4.341,1.366,0.69,0.686,0.688,0.688,0.685,0.69,0.691,0.691,0.031,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.191,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
6200,0.527,1.228,4.377,0.024,4.341,1.366,0.69,0.686,0.688,0.688,0.685,0.69,0.691,0.691,0.031,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.191,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
6300,0.527,1.228,4.354,0.024,4.341,1.366,0.69,0.686,0.688,0.688,0.685,0.69,0.691,0.691,0.031,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.011,0.032,0.281,0.036,0.005,0.191,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
6400,0.527,1.228,4.342,0.024,4.342,1.366,0.69,0.686,0.688,0.688,0.685,0.69,0.691,0.691,0.031,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.01,0.032,0.281,0.036,0.005,0.191,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
6500,0.527,1.228,4.339,0.025,4.342,1.365,0.69,0.686,0.688,0.687,0.685,0.69,0.691,0.691,0.031,0.024,0.019,0.163,0.024,0.173,0.004,0.015,0.01,0.032,0.281,0.036,0.005,0.191,0.017,0.018,0.047,0.012,0.008,0.007,0.015,0.037,0.032,0.12,0.006,0.03,0.01,0.0
6600,0.527,1.228,4.334,0.024,4.341,1.361,0.69,0.686,0.688,0.688,0.685,0.69,0.691,0.691,0.031,0.024,0.02,0.163,0.024,0.173,0.004,0.015,0.01,0.032,0.281,0.036,0.005,0.187,0.017,0.018,0.047,0.012,0.009,0.008,0.014,0.036,0.032,0.12,0.006,0.03,0.01,0.0
6700,0.527,1.228,4.334,0.023,4.341,1.36,0.69,0.686,0.688,0.689,0.685,0.69,0.691,0.691,0.031,0.024,0.02,0.163,0.024,0.173,0.004,0.015,0.009,0.032,0.281,0.036,0.005,0.187,0.017,0.018,0.047,0.012,0.009,0.008,0.014,0.035,0.032,0.12,0.006,0.03,0.01,0.0
6800,0.527,1.228,4.359,0.023,4.341,1.36,0.69,0.686,0.688,0.689,0.685,0.69,0.691,0.691,0.031,0.024,0.02,0.163,0.024,0.173,0.004,0.015,0.009,0.032,0.281,0.036,0.005,0.187,0.017,0.018,0.047,0.012,0.009,0.008,0.014,0.035,0.032,0.12,0.006,0.03,0.01,0.0
6900,0.527,1.227,4.334,0.023,4.341,1.36,0.69,0.686,0.688,0.689,0.685,0.69,0.691,0.691,0.031,0.024,0.02,0.163,0.024,0.173,0.004,0.015,0.009,0.032,0.281,0.036,0.005,0.187,0.017,0.018,0.047,0.012,0.009,0.008,0.014,0.035,0.032,0.121,0.006,0.03,0.01,0.0
