A0_0,A0_1,A0_2,A0_3,A0_4,A0_5,A0_6,A0_7,A0_8,A0_9,A0_10,A0_11,A0_12,A0_13,A0_14,A0_15,A1_0,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_9,A1_10,A1_11,A1_12,A1_13,A1_14,A1_15
0.028,0.117,0.0,0.047,0.086,0.093,0.051,0.035,0.129,0.0,0.0,0.129,0.051,0.086,0.062,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.043,0.0,0.0,0.016,0.211,0.066,0.144,0.125,0.078
0.028,0.117,0.0,0.047,0.086,0.094,0.051,0.035,0.129,0.0,0.0,0.129,0.051,0.086,0.062,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.043,0.0,0.0,0.016,0.211,0.066,0.144,0.125,0.078
0.027,0.117,0.0,0.047,0.086,0.094,0.051,0.035,0.129,0.0,0.0,0.129,0.051,0.086,0.062,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.043,0.0,0.0,0.016,0.211,0.066,0.144,0.125,0.078
0.028,0.117,0.0,0.047,0.086,0.094,0.051,0.034,0.129,0.0,0.0,0.129,0.051,0.086,0.063,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.047,0.0,0.0,0.016,0.207,0.062,0.145,0.127,0.078
0.027,0.117,0.0,0.047,0.086,0.094,0.051,0.035,0.129,0.0,0.0,0.129,0.051,0.086,0.062,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.047,0.0,0.0,0.016,0.207,0.062,0.144,0.129,0.078
0.027,0.117,0.0,0.047,0.086,0.094,0.051,0.035,0.129,0.0,0.0,0.129,0.051,0.086,0.062,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.043,0.0,0.0,0.016,0.211,0.058,0.144,0.129,0.082
0.027,0.117,0.0,0.047,0.086,0.094,0.051,0.035,0.129,0.0,0.0,0.129,0.051,0.086,0.062,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.043,0.0,0.0,0.016,0.211,0.059,0.144,0.129,0.082
0.027,0.117,0.0,0.047,0.086,0.094,0.051,0.035,0.129,0.0,0.0,0.129,0.051,0.086,0.062,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.043,0.0,0.0,0.016,0.211,0.059,0.144,0.129,0.082
0.028,0.117,0.0,0.047,0.086,0.094,0.051,0.035,0.129,0.0,0.0,0.128,0.051,0.086,0.063,0.086,0.0,0.093,0.059,0.047,0.039,0.078,0.0,0.043,0.0,0.0,0.016,0.211,0.059,0.144,0.129,0.082
0.028,0.12,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.051,0.086,0.063,0.086,0.0,0.094,0.059,0.047,0.039,0.078,0.0,0.042,0.0,0.0,0.016,0.211,0.059,0.144,0.129,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.016,0.211,0.059,0.144,0.129,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.016,0.211,0.059,0.144,0.129,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.016,0.211,0.059,0.144,0.129,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.078,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.144,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.094,0.063,0.047,0.039,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.047,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.125,0.047,0.086,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.028,0.121,0.0,0.048,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.122,0.047,0.086,0.066,0.086,0.0,0.097,0.063,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.086,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.086,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.086,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.088,0.094,0.055,0.031,0.13,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.062,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.062,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.062,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.062,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.074,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.148,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.07,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.152,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.07,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.152,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.07,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.152,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.07,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.152,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.07,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.152,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.07,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.152,0.133,0.082
0.027,0.121,0.0,0.051,0.09,0.094,0.055,0.031,0.129,0.0,0.0,0.121,0.047,0.082,0.066,0.086,0.0,0.098,0.063,0.047,0.035,0.07,0.0,0.039,0.0,0.0,0.012,0.211,0.059,0.152,0.133,0.082
