Epochs,Acc,H[G|U],H[Z],H[U|G],H[U],sumI[A:A],I[A_0:Z],I[A_1:Z],I[A_2:Z],I[A_3:Z],I[A_4:Z],I[A_5:Z],I[A_6:Z],I[A_7:Z],I[A0:A1],I[A0:A2],I[A0:A3],I[A0:A4],I[A0:A5],I[A0:A6],I[A0:A7],I[A1:A2],I[A1:A3],I[A1:A4],I[A1:A5],I[A1:A6],I[A1:A7],I[A2:A3],I[A2:A4],I[A2:A5],I[A2:A6],I[A2:A7],I[A3:A4],I[A3:A5],I[A3:A6],I[A3:A7],I[A4:A5],I[A4:A6],I[A4:A7],I[A5:A6],I[A5:A7],I[A6:A7]
1000,0.844,0.253,4.852,0.039,4.638,0.534,0.687,0.686,0.688,0.679,0.687,0.684,0.686,0.691,0.021,0.05,0.084,0.01,0.003,0.0,0.004,0.0,0.024,0.001,0.005,0.038,0.036,0.033,0.035,0.037,0.008,0.004,0.001,0.0,0.014,0.008,0.05,0.01,0.015,0.034,0.006,0.002
1100,0.859,0.227,4.852,0.038,4.662,0.502,0.686,0.686,0.688,0.68,0.687,0.686,0.686,0.691,0.018,0.045,0.077,0.008,0.003,0.0,0.003,0.0,0.024,0.0,0.007,0.038,0.036,0.033,0.035,0.033,0.008,0.004,0.001,0.0,0.014,0.008,0.045,0.01,0.015,0.03,0.005,0.002
1200,0.859,0.227,4.852,0.037,4.661,0.502,0.686,0.685,0.688,0.68,0.687,0.686,0.686,0.691,0.018,0.045,0.077,0.008,0.003,0.0,0.003,0.0,0.024,0.0,0.007,0.038,0.036,0.033,0.035,0.033,0.008,0.004,0.001,0.0,0.014,0.008,0.045,0.01,0.015,0.03,0.005,0.002
1300,0.867,0.216,4.852,0.037,4.673,0.486,0.686,0.685,0.688,0.68,0.687,0.687,0.686,0.691,0.015,0.04,0.071,0.006,0.004,0.0,0.002,0.0,0.023,0.0,0.007,0.038,0.036,0.033,0.035,0.033,0.008,0.004,0.001,0.0,0.014,0.008,0.045,0.01,0.015,0.03,0.005,0.002
1400,0.875,0.205,4.852,0.036,4.682,0.478,0.687,0.685,0.688,0.681,0.687,0.687,0.686,0.691,0.015,0.04,0.065,0.006,0.004,0.0,0.002,0.0,0.027,0.0,0.007,0.038,0.036,0.029,0.035,0.033,0.008,0.004,0.0,0.0,0.011,0.01,0.045,0.01,0.015,0.03,0.005,0.002
1500,0.875,0.205,4.852,0.036,4.683,0.478,0.688,0.685,0.688,0.682,0.687,0.687,0.686,0.691,0.015,0.04,0.065,0.006,0.004,0.0,0.002,0.0,0.027,0.0,0.007,0.038,0.036,0.029,0.035,0.033,0.008,0.004,0.0,0.0,0.011,0.01,0.045,0.01,0.015,0.03,0.005,0.002
1600,0.881,0.196,4.852,0.04,4.696,0.464,0.688,0.685,0.688,0.681,0.687,0.682,0.686,0.691,0.015,0.04,0.065,0.006,0.003,0.0,0.002,0.0,0.026,0.0,0.005,0.038,0.035,0.029,0.035,0.029,0.008,0.004,0.0,0.0,0.011,0.01,0.04,0.01,0.015,0.026,0.006,0.002
1700,0.899,0.173,4.852,0.038,4.717,0.437,0.688,0.683,0.688,0.683,0.687,0.687,0.686,0.691,0.015,0.04,0.059,0.006,0.002,0.0,0.002,0.0,0.03,0.001,0.004,0.038,0.035,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
1800,0.906,0.162,4.852,0.035,4.726,0.428,0.688,0.683,0.688,0.683,0.687,0.687,0.686,0.691,0.018,0.04,0.059,0.006,0.002,0.0,0.002,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
1900,0.906,0.162,4.852,0.035,4.726,0.428,0.688,0.683,0.688,0.683,0.687,0.687,0.686,0.691,0.018,0.04,0.059,0.006,0.002,0.0,0.002,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2000,0.906,0.161,4.852,0.036,4.726,0.428,0.688,0.683,0.688,0.683,0.687,0.687,0.686,0.691,0.018,0.04,0.059,0.006,0.002,0.0,0.002,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2100,0.906,0.161,4.852,0.036,4.727,0.428,0.688,0.683,0.688,0.683,0.687,0.687,0.686,0.691,0.018,0.04,0.059,0.006,0.002,0.0,0.002,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2200,0.906,0.161,4.852,0.037,4.728,0.428,0.688,0.682,0.688,0.683,0.687,0.687,0.685,0.691,0.018,0.04,0.059,0.006,0.002,0.0,0.002,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2300,0.914,0.15,4.852,0.037,4.739,0.422,0.688,0.682,0.688,0.683,0.686,0.688,0.685,0.691,0.022,0.036,0.054,0.004,0.003,0.0,0.003,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2400,0.914,0.15,4.852,0.037,4.739,0.422,0.688,0.682,0.688,0.683,0.686,0.688,0.685,0.691,0.022,0.036,0.054,0.004,0.003,0.0,0.003,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2500,0.914,0.15,4.852,0.038,4.74,0.422,0.688,0.682,0.688,0.683,0.686,0.688,0.685,0.691,0.022,0.036,0.054,0.004,0.003,0.0,0.003,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2600,0.914,0.15,4.852,0.039,4.741,0.421,0.688,0.682,0.688,0.683,0.685,0.688,0.685,0.691,0.022,0.036,0.054,0.004,0.003,0.0,0.003,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2700,0.914,0.15,4.852,0.04,4.742,0.421,0.688,0.682,0.688,0.683,0.685,0.688,0.685,0.691,0.022,0.036,0.054,0.004,0.003,0.0,0.003,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2800,0.914,0.15,4.852,0.041,4.743,0.421,0.688,0.682,0.688,0.683,0.684,0.688,0.684,0.691,0.022,0.036,0.053,0.004,0.003,0.0,0.003,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.036,0.01,0.015,0.023,0.005,0.002
2900,0.914,0.15,4.852,0.042,4.744,0.42,0.688,0.682,0.687,0.683,0.683,0.688,0.684,0.691,0.022,0.036,0.053,0.004,0.003,0.0,0.003,0.0,0.026,0.001,0.003,0.034,0.031,0.025,0.035,0.025,0.008,0.004,0.001,0.0,0.008,0.008,0.035,0.01,0.015,0.023,0.005,0.002
3000,0.922,0.139,4.852,0.043,4.756,0.405,0.688,0.682,0.687,0.682,0.682,0.688,0.684,0.691,0.022,0.036,0.048,0.004,0.003,0.0,0.003,0.0,0.023,0.001,0.003,0.034,0.031,0.022,0.035,0.025,0.008,0.004,0.002,0.0,0.007,0.006,0.035,0.01,0.014,0.023,0.005,0.002
3100,0.929,0.124,4.852,0.048,4.775,0.383,0.688,0.683,0.687,0.682,0.679,0.688,0.684,0.691,0.018,0.036,0.048,0.003,0.003,0.0,0.003,0.0,0.019,0.001,0.002,0.029,0.027,0.022,0.033,0.025,0.008,0.004,0.001,0.0,0.007,0.006,0.034,0.009,0.013,0.023,0.005,0.002
3200,0.929,0.124,4.852,0.043,4.771,0.376,0.688,0.683,0.687,0.682,0.683,0.688,0.684,0.691,0.018,0.036,0.048,0.003,0.003,0.0,0.003,0.0,0.019,0.001,0.002,0.029,0.027,0.022,0.031,0.025,0.008,0.004,0.001,0.0,0.007,0.006,0.032,0.008,0.012,0.023,0.005,0.002
3300,0.929,0.124,4.852,0.044,4.772,0.375,0.687,0.683,0.687,0.681,0.683,0.688,0.684,0.691,0.018,0.036,0.048,0.003,0.003,0.0,0.003,0.0,0.019,0.001,0.002,0.029,0.027,0.021,0.031,0.025,0.008,0.004,0.001,0.0,0.007,0.006,0.032,0.008,0.012,0.023,0.005,0.002
3400,0.929,0.124,4.852,0.046,4.774,0.374,0.687,0.683,0.686,0.681,0.682,0.688,0.684,0.691,0.018,0.036,0.048,0.003,0.003,0.0,0.003,0.0,0.019,0.001,0.002,0.029,0.027,0.021,0.031,0.025,0.008,0.004,0.001,0.0,0.007,0.006,0.031,0.008,0.012,0.023,0.005,0.002
3500,0.929,0.124,4.852,0.048,4.776,0.373,0.687,0.683,0.686,0.681,0.68,0.688,0.684,0.691,0.018,0.036,0.048,0.002,0.003,0.0,0.003,0.0,0.019,0.001,0.002,0.029,0.027,0.021,0.031,0.025,0.008,0.004,0.001,0.0,0.007,0.006,0.031,0.008,0.012,0.023,0.005,0.002
3600,0.929,0.124,4.852,0.05,4.778,0.37,0.687,0.683,0.686,0.681,0.679,0.688,0.684,0.691,0.018,0.036,0.048,0.002,0.003,0.0,0.003,0.0,0.019,0.001,0.002,0.029,0.027,0.021,0.033,0.025,0.008,0.004,0.001,0.0,0.006,0.006,0.029,0.007,0.011,0.023,0.005,0.002
3700,0.93,0.124,4.82,0.047,4.775,0.366,0.687,0.682,0.686,0.68,0.683,0.688,0.684,0.691,0.018,0.036,0.048,0.001,0.003,0.0,0.003,0.0,0.019,0.0,0.002,0.029,0.027,0.021,0.031,0.025,0.008,0.004,0.001,0.0,0.006,0.006,0.026,0.008,0.012,0.023,0.005,0.002
3800,0.93,0.124,4.83,0.044,4.772,0.365,0.687,0.681,0.686,0.68,0.686,0.688,0.684,0.691,0.018,0.036,0.048,0.001,0.003,0.0,0.003,0.0,0.019,0.0,0.002,0.029,0.027,0.021,0.03,0.025,0.008,0.004,0.001,0.0,0.006,0.006,0.025,0.008,0.012,0.023,0.005,0.002
3900,0.937,0.113,4.83,0.044,4.783,0.35,0.687,0.683,0.686,0.68,0.687,0.688,0.685,0.691,0.015,0.035,0.048,0.001,0.003,0.0,0.003,0.001,0.016,0.0,0.001,0.025,0.024,0.021,0.03,0.025,0.008,0.004,0.001,0.0,0.006,0.006,0.025,0.008,0.012,0.023,0.005,0.002
4000,0.937,0.113,4.815,0.045,4.784,0.349,0.687,0.683,0.686,0.679,0.687,0.688,0.685,0.691,0.015,0.035,0.048,0.001,0.003,0.0,0.003,0.001,0.015,0.0,0.001,0.025,0.024,0.021,0.03,0.025,0.008,0.004,0.001,0.0,0.006,0.006,0.025,0.008,0.012,0.023,0.005,0.002
4100,0.937,0.113,4.805,0.047,4.786,0.344,0.687,0.683,0.686,0.677,0.687,0.688,0.685,0.691,0.015,0.035,0.045,0.001,0.003,0.0,0.003,0.001,0.014,0.0,0.001,0.025,0.024,0.019,0.03,0.025,0.008,0.004,0.001,0.001,0.005,0.007,0.025,0.008,0.012,0.023,0.005,0.002
4200,0.937,0.113,4.794,0.042,4.781,0.34,0.687,0.683,0.686,0.682,0.687,0.688,0.685,0.691,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.001,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
4300,0.937,0.113,4.798,0.042,4.781,0.34,0.687,0.683,0.686,0.683,0.687,0.688,0.685,0.691,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.001,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
4400,0.937,0.113,4.768,0.042,4.781,0.34,0.687,0.683,0.685,0.684,0.687,0.688,0.685,0.691,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.001,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
4500,0.937,0.113,4.757,0.042,4.781,0.34,0.687,0.683,0.685,0.684,0.687,0.688,0.685,0.691,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.001,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
4600,0.937,0.113,4.757,0.042,4.781,0.34,0.687,0.683,0.685,0.684,0.687,0.688,0.685,0.691,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.001,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
4700,0.937,0.113,4.757,0.042,4.781,0.34,0.686,0.683,0.685,0.684,0.687,0.687,0.685,0.691,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.001,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
4800,0.937,0.113,4.757,0.042,4.782,0.34,0.686,0.683,0.685,0.684,0.687,0.687,0.685,0.69,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.001,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
4900,0.937,0.113,4.746,0.043,4.782,0.34,0.686,0.683,0.685,0.684,0.687,0.687,0.685,0.69,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.001,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5000,0.937,0.113,4.746,0.043,4.782,0.34,0.686,0.683,0.685,0.684,0.687,0.687,0.685,0.69,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5100,0.937,0.113,4.757,0.043,4.782,0.34,0.686,0.683,0.685,0.684,0.687,0.687,0.685,0.69,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.025,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5200,0.937,0.113,4.757,0.043,4.782,0.339,0.686,0.683,0.684,0.684,0.687,0.687,0.685,0.69,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.026,0.008,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5300,0.937,0.113,4.746,0.044,4.783,0.339,0.686,0.683,0.684,0.684,0.687,0.687,0.685,0.69,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.026,0.009,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5400,0.937,0.113,4.757,0.045,4.784,0.339,0.686,0.683,0.683,0.684,0.687,0.687,0.685,0.69,0.015,0.035,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.018,0.03,0.026,0.009,0.004,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5500,0.937,0.113,4.757,0.042,4.781,0.335,0.686,0.683,0.684,0.684,0.687,0.687,0.685,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.01,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5600,0.937,0.113,4.746,0.04,4.779,0.335,0.686,0.683,0.686,0.684,0.687,0.687,0.685,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5700,0.937,0.113,4.746,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.685,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5800,0.937,0.113,4.746,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.685,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
5900,0.937,0.113,4.746,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.685,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6000,0.937,0.113,4.746,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.685,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6100,0.937,0.113,4.757,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.685,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6200,0.937,0.113,4.772,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.686,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6300,0.937,0.113,4.765,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.686,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6400,0.937,0.113,4.757,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.686,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6500,0.937,0.113,4.746,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.686,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6600,0.937,0.113,4.757,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.686,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6700,0.937,0.113,4.757,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.686,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6800,0.937,0.113,4.746,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.686,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
6900,0.937,0.113,4.746,0.04,4.779,0.335,0.687,0.683,0.687,0.684,0.687,0.687,0.686,0.69,0.015,0.032,0.044,0.001,0.003,0.0,0.003,0.0,0.013,0.0,0.001,0.025,0.024,0.016,0.027,0.029,0.011,0.003,0.0,0.001,0.005,0.008,0.025,0.008,0.012,0.023,0.005,0.002
